,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Омская область,Азовская,485,1234,1100,0,743,49,308,49,743,7,785,0,0,9,181,39,535,7,5,3,6
1,Омская область,Азовская,486,1053,1000,0,629,42,329,42,629,9,662,0,0,4,166,41,435,5,8,1,2
2,Омская область,Азовская,487,1547,1500,0,1037,33,430,33,1037,17,1053,0,0,12,223,34,758,13,2,5,6
3,Омская область,Азовская,488,1319,1300,0,781,62,457,62,781,4,839,0,0,12,214,38,560,5,2,3,5
4,Омская область,Азовская,489,182,175,0,99,10,66,10,99,2,107,0,0,0,15,4,88,0,0,0,0
5,Омская область,Азовская,490,413,395,0,271,16,108,16,271,6,281,0,0,4,47,25,200,3,0,2,0
6,Омская область,Азовская,491,658,660,0,456,9,195,9,456,10,455,0,0,8,60,25,360,1,0,1,0
7,Омская область,Азовская,492,173,160,0,103,13,44,13,103,2,114,0,0,0,5,5,103,0,1,0,0
8,Омская область,Азовская,493,145,155,0,96,18,41,18,96,1,113,0,0,0,8,13,91,1,0,0,0
9,Омская область,Азовская,494,764,760,0,457,19,284,19,457,5,471,0,0,0,48,19,398,5,0,1,0
10,Омская область,Азовская,495,135,135,0,91,1,43,1,91,1,91,0,0,3,14,9,64,0,1,0,0
11,Омская область,Азовская,496,120,120,0,76,10,34,10,76,0,86,0,0,0,5,4,77,0,0,0,0
12,Омская область,Азовская,497,468,460,0,325,13,122,13,325,4,334,0,0,2,50,14,261,0,5,0,2
13,Омская область,Азовская,498,873,880,0,514,24,342,24,514,7,531,0,0,3,118,37,354,8,3,4,4
14,Омская область,Азовская,499,820,820,0,449,31,340,31,449,9,471,0,0,2,111,39,315,1,0,2,1
15,Омская область,Азовская,500,241,240,0,140,5,95,5,140,0,145,0,0,4,18,4,117,1,0,1,0
16,Омская область,Азовская,501,477,470,0,335,22,113,22,335,7,350,0,0,2,43,18,278,5,0,3,1
17,Омская область,Азовская,502,462,465,0,271,19,175,19,271,2,288,0,0,4,52,14,214,0,3,0,1
18,Омская область,Азовская,503,775,770,0,498,32,240,32,498,13,517,0,0,2,101,22,386,1,3,1,1
19,Омская область,Азовская,504,213,210,0,143,6,61,6,143,1,148,0,0,2,27,5,112,0,1,1,0
20,Омская область,Азовская,505,253,245,0,173,7,65,7,173,1,179,0,0,0,10,15,153,1,0,0,0
