,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Смоленская область,Велижская,1,228,215,0,113,34,68,34,113,3,144,0,0,0,14,9,121,0,0,0,0
1,Смоленская область,Велижская,2,304,308,0,130,70,108,70,130,0,200,0,0,1,16,14,166,1,1,1,0
2,Смоленская область,Велижская,3,263,263,0,114,49,100,49,114,0,163,0,0,4,14,14,130,0,1,0,0
3,Смоленская область,Велижская,4,370,364,0,168,69,127,69,168,1,236,0,0,1,27,31,175,1,1,0,0
4,Смоленская область,Велижская,5,277,276,0,129,29,118,29,129,2,156,0,0,0,8,21,125,1,1,0,0
5,Смоленская область,Велижская,6,272,275,0,155,46,74,46,155,2,199,0,0,0,17,26,155,1,0,0,0
6,Смоленская область,Велижская,7,642,615,0,353,75,187,75,353,5,423,0,0,0,30,33,349,2,3,4,2
7,Смоленская область,Велижская,8,547,522,0,231,141,150,141,231,2,370,0,0,1,25,33,306,1,2,1,1
8,Смоленская область,Велижская,9,1999,1985,0,1007,57,921,57,1007,11,1053,0,0,8,154,101,762,12,6,7,3
9,Смоленская область,Велижская,10,2735,2593,0,1340,53,1200,53,1340,21,1372,0,0,7,204,132,992,16,9,9,3
10,Смоленская область,Велижская,11,2001,1921,0,958,68,895,68,958,11,1015,0,0,2,111,93,789,9,3,4,4
11,Смоленская область,Вяземская,12,2171,2148,0,1184,32,932,32,1184,17,1199,0,0,9,171,111,859,18,17,8,6
12,Смоленская область,Вяземская,13,2445,2489,0,1494,28,967,28,1494,11,1511,0,0,23,219,107,1105,14,12,14,17
13,Смоленская область,Вяземская,14,1679,1722,0,962,25,735,25,962,15,972,0,0,6,154,64,716,8,9,5,10
14,Смоленская область,Вяземская,15,2688,2728,0,1590,25,1113,25,1590,17,1598,0,0,17,247,128,1148,19,14,14,11
15,Смоленская область,Вяземская,16,2356,2346,0,1220,45,1081,45,1220,8,1257,0,0,10,189,93,935,13,6,3,8
16,Смоленская область,Вяземская,17,2322,2383,0,1182,30,1171,30,1182,10,1202,0,0,10,153,87,911,13,14,11,3
17,Смоленская область,Вяземская,18,2512,2427,0,1162,134,1131,134,1162,18,1278,0,0,11,206,133,886,24,7,6,5
