,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Пензенская область,"Пенза, Октябрьская",1,2025,2100,0,1327,24,749,24,1327,21,1330,0,0,17,182,65,1004,24,13,8,17
1,Пензенская область,"Пенза, Октябрьская",2,2155,2300,0,1308,39,953,38,1308,19,1327,0,0,14,193,97,956,33,11,12,11
2,Пензенская область,"Пенза, Октябрьская",3,1928,2000,0,1237,34,729,34,1237,10,1261,0,0,10,157,74,952,34,8,10,16
3,Пензенская область,"Пенза, Октябрьская",4,2717,2600,0,1759,34,807,34,1757,20,1771,0,0,6,238,87,1351,41,19,17,12
4,Пензенская область,"Пенза, Октябрьская",5,2472,2300,0,1659,36,605,36,1658,17,1677,0,0,9,213,96,1279,36,13,13,18
5,Пензенская область,"Пенза, Октябрьская",6,2110,2000,0,1237,50,713,50,1237,16,1271,0,0,14,173,76,930,34,12,12,20
6,Пензенская область,"Пенза, Октябрьская",7,2045,2000,0,1254,144,602,144,1254,13,1385,0,0,8,163,63,1093,28,10,10,10
7,Пензенская область,"Пенза, Октябрьская",8,2644,2600,0,1588,165,847,165,1588,17,1736,0,0,14,224,111,1318,33,10,11,15
8,Пензенская область,"Пенза, Октябрьская",9,2671,2700,0,1690,76,934,76,1689,31,1734,0,0,14,219,120,1304,36,10,13,18
9,Пензенская область,"Пенза, Октябрьская",10,2296,2400,0,1430,90,880,90,1429,20,1499,0,0,11,168,113,1132,35,11,10,19
10,Пензенская область,"Пенза, Октябрьская",11,2307,2300,0,1442,129,729,129,1442,23,1548,0,0,10,182,101,1183,28,13,13,18
11,Пензенская область,"Пенза, Октябрьская",12,2260,2200,0,1439,141,620,141,1439,23,1557,0,0,11,174,106,1201,28,18,10,9
12,Пензенская область,"Пенза, Октябрьская",13,2344,2200,0,1531,70,599,70,1531,24,1577,0,0,15,194,110,1169,31,22,19,17
13,Пензенская область,"Пенза, Октябрьская",14,2186,2100,0,1404,90,606,90,1402,23,1469,0,0,17,166,113,1094,35,20,13,11
14,Пензенская область,"Пенза, Октябрьская",15,2248,2100,0,1433,104,563,104,1433,10,1527,0,0,14,169,83,1204,16,12,15,14
15,Пензенская область,"Пенза, Октябрьская",16,2331,2300,0,1569,55,676,55,1569,8,1616,0,0,16,184,126,1206,26,32,5,21
16,Пензенская область,"Пенза, Октябрьская",17,2384,2300,0,1400,55,845,55,1400,20,1435,0,0,14,195,89,1045,37,17,22,16
17,Пензенская область,"Пенза, Октябрьская",18,2632,2400,0,1710,48,642,48,1710,19,1739,0,0,12,197,124,1300,39,12,30,25
18,Пензенская область,"Пенза, Октябрьская",19,2313,2200,0,1452,56,692,56,1452,16,1492,0,0,16,198,89,1098,37,10,19,25
19,Пензенская область,"Пенза, Октябрьская",20,2698,2300,0,1772,86,442,86,1772,16,1842,0,0,20,213,158,1347,43,24,13,24
20,Пензенская область,"Пенза, Октябрьская",21,2793,2300,0,1825,157,318,157,1825,14,1968,0,0,14,208,159,1496,35,19,22,15
