,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Приморский край,Анучинская,101,666,670,0,379,9,282,9,379,7,381,0,0,0,95,35,235,7,3,3,3
1,Приморский край,Анучинская,102,789,790,0,429,31,330,31,429,6,454,0,0,4,99,39,301,3,4,2,2
2,Приморский край,Анучинская,103,705,740,0,372,19,349,19,372,6,385,0,0,1,64,39,265,7,4,2,3
3,Приморский край,Анучинская,104,688,720,0,419,18,283,18,419,7,430,0,0,1,86,34,300,3,4,2,0
4,Приморский край,Анучинская,105,344,350,0,207,2,141,2,207,1,208,0,0,1,41,14,149,0,1,1,1
5,Приморский край,Анучинская,106,371,390,22,144,23,201,45,144,5,184,0,0,2,36,20,123,2,1,0,0
6,Приморский край,Анучинская,107,257,270,30,128,7,105,37,128,0,165,0,0,1,15,19,123,2,5,0,0
7,Приморский край,Анучинская,108,131,130,0,93,13,24,13,93,0,106,0,0,0,10,13,82,0,1,0,0
8,Приморский край,Анучинская,109,236,230,0,169,18,43,18,169,0,187,0,0,0,29,15,140,1,1,0,1
9,Приморский край,Анучинская,110,198,190,16,111,9,54,25,111,1,135,0,0,2,21,19,91,1,1,0,0
10,Приморский край,Анучинская,111,443,450,0,275,12,163,12,275,2,285,0,0,1,43,34,204,1,2,0,0
11,Приморский край,Анучинская,112,94,90,0,69,2,19,2,69,1,70,0,0,0,16,8,45,0,0,0,1
12,Приморский край,Анучинская,113,306,310,0,183,8,119,8,183,0,191,0,0,1,25,16,146,0,1,2,0
13,Приморский край,Анучинская,114,139,130,23,66,4,37,27,66,0,93,0,0,0,4,15,73,0,1,0,0
14,Приморский край,Анучинская,115,135,120,0,87,6,27,6,87,1,92,0,0,0,18,7,60,1,0,1,5
15,Приморский край,Анучинская,116,566,600,0,349,25,226,25,349,4,370,0,0,4,61,30,271,3,0,1,0
16,Приморский край,Анучинская,117,288,240,0,216,4,20,4,216,0,220,0,0,2,48,17,145,1,3,2,2
17,Приморский край,Анучинская,118,212,210,0,129,4,77,4,129,0,133,0,0,1,36,9,80,0,2,3,2
18,Приморский край,Анучинская,119,296,290,0,209,8,73,8,209,3,214,0,0,0,44,21,143,0,2,3,1
19,Приморский край,Анучинская,120,155,150,0,87,8,55,8,87,0,95,0,0,0,13,8,73,0,1,0,0
20,Приморский край,Анучинская,121,220,230,0,119,8,103,8,119,0,127,0,0,1,21,15,87,2,0,0,1
21,Приморский край,Анучинская,122,758,780,0,383,38,359,38,383,3,418,0,0,2,82,36,292,2,2,1,1
22,Приморский край,Анучинская,123,609,620,0,365,28,227,28,365,10,383,0,0,1,76,38,260,2,2,3,1
23,Приморский край,Анучинская,124,951,910,0,780,13,117,13,780,12,781,0,0,2,128,75,534,21,5,11,5
24,Приморский край,Анучинская,125,422,440,49,213,8,170,57,213,7,263,0,0,4,32,24,200,0,1,1,1
25,Приморский край,Анучинская,126,623,660,31,369,37,223,68,369,8,429,0,0,0,46,39,338,1,2,3,0
26,Приморский край,Анучинская,127,300,310,0,161,10,139,10,161,3,168,0,0,0,34,19,112,1,2,0,0
27,Приморский край,Анучинская,128,517,520,0,304,17,199,17,304,2,319,0,0,2,55,16,238,1,4,0,3
28,Приморский край,Арсеньевская городская,201,2212,2250,0,1141,27,1082,27,1141,13,1155,0,0,8,277,95,741,14,3,12,5
29,Приморский край,Арсеньевская городская,202,2386,2310,0,1486,47,777,47,1486,20,1513,0,0,11,337,98,1013,23,11,12,8
30,Приморский край,Арсеньевская городская,203,2133,2250,0,1319,26,905,26,1318,20,1324,0,0,6,294,99,880,14,19,4,8
31,Приморский край,Арсеньевская городская,204,2230,2280,0,1441,33,806,33,1441,13,1461,0,0,18,307,117,970,23,8,10,8
32,Приморский край,Арсеньевская городская,205,1149,1180,0,584,36,560,36,584,17,603,0,0,8,114,62,397,7,4,6,5
33,Приморский край,Арсеньевская городская,206,784,810,0,441,12,357,12,441,4,449,0,0,2,103,36,294,2,3,5,4
34,Приморский край,Арсеньевская городская,207,1925,2000,0,1333,30,637,30,1333,12,1351,0,0,5,320,97,890,10,6,11,12
35,Приморский край,Арсеньевская городская,208,2161,2240,0,1427,49,764,49,1427,18,1458,0,0,16,326,106,972,16,5,6,11
