,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,город Санкт-Петербург,Территориальная избирательная комиссия №1,1,1603,1500,0,939,14,547,14,939,13,940,0,0,8,77,40,688,58,8,15,46
1,город Санкт-Петербург,Территориальная избирательная комиссия №1,2,1403,1200,0,849,20,331,20,848,11,857,0,0,10,86,34,616,48,8,22,33
2,город Санкт-Петербург,Территориальная избирательная комиссия №1,3,1882,2000,0,1172,32,796,32,1170,16,1186,0,0,12,103,52,869,67,7,20,56
3,город Санкт-Петербург,Территориальная избирательная комиссия №1,4,944,800,0,577,7,216,7,576,6,577,0,0,8,69,34,398,32,0,9,27
4,город Санкт-Петербург,Территориальная избирательная комиссия №1,5,1727,1800,0,1027,22,751,22,1023,18,1027,0,0,7,109,58,733,43,7,21,49
5,город Санкт-Петербург,Территориальная избирательная комиссия №1,6,1414,1300,0,864,17,419,17,864,16,865,0,0,5,88,27,629,49,4,21,42
6,город Санкт-Петербург,Территориальная избирательная комиссия №1,7,2318,2000,0,1328,28,644,28,1323,22,1329,0,0,22,145,75,938,69,8,28,44
7,город Санкт-Петербург,Территориальная избирательная комиссия №1,8,1412,1500,0,894,21,585,21,892,10,903,0,0,8,78,22,647,79,9,22,38
8,город Санкт-Петербург,Территориальная избирательная комиссия №1,9,1319,1500,0,828,17,655,17,825,13,829,0,0,14,69,27,624,33,3,13,46
9,город Санкт-Петербург,Территориальная избирательная комиссия №1,10,1539,1500,0,888,30,582,30,884,21,893,0,0,6,69,36,658,57,7,23,37
10,город Санкт-Петербург,Территориальная избирательная комиссия №1,11,2001,1500,0,1070,25,405,25,1067,20,1072,0,0,13,111,50,731,78,5,14,70
11,город Санкт-Петербург,Территориальная избирательная комиссия №1,12,974,700,0,514,10,176,10,513,8,515,0,0,4,44,35,373,32,5,3,19
12,город Санкт-Петербург,Территориальная избирательная комиссия №1,13,1772,2000,0,1024,22,954,22,1020,14,1028,0,0,12,86,38,772,51,10,13,46
13,город Санкт-Петербург,Территориальная избирательная комиссия №1,14,1957,2000,0,1254,13,733,13,1254,26,1241,0,0,9,115,56,904,65,7,17,68
14,город Санкт-Петербург,Территориальная избирательная комиссия №1,15,1835,1500,0,1000,251,248,251,1000,29,1222,1,0,8,123,54,881,76,6,24,50
15,город Санкт-Петербург,Территориальная избирательная комиссия №1,16,1761,1500,0,1223,23,254,23,1220,38,1205,0,0,12,131,52,813,90,11,30,66
16,город Санкт-Петербург,Территориальная избирательная комиссия №1,17,1654,1500,0,991,26,483,26,991,10,1007,0,0,13,95,58,731,37,10,20,43
17,город Санкт-Петербург,Территориальная избирательная комиссия №1,18,1429,1500,0,758,26,716,26,755,5,776,0,0,11,68,27,532,63,6,21,48
18,город Санкт-Петербург,Территориальная избирательная комиссия №1,19,1560,1500,0,1050,14,436,14,1045,17,1042,0,0,15,76,34,766,70,2,23,56
