,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Свердловская область,Алапаевская городская,1070,213,180,0,88,92,0,92,88,3,177,0,0,1,17,12,144,1,1,0,1
1,Свердловская область,Алапаевская городская,1071,1639,1600,0,748,113,739,113,748,21,840,0,0,14,127,85,594,3,7,6,4
2,Свердловская область,Алапаевская городская,1072,1749,1700,0,985,62,653,62,985,13,1034,0,0,5,150,112,742,13,6,2,4
3,Свердловская область,Алапаевская городская,1073,1467,1500,0,789,35,676,35,789,6,818,0,0,5,103,69,617,13,6,3,2
4,Свердловская область,Алапаевская городская,1074,1603,1600,0,858,55,687,55,858,13,900,0,0,10,131,83,644,6,13,7,6
5,Свердловская область,Алапаевская городская,1075,1222,1200,0,736,42,422,42,736,12,766,0,0,12,97,54,564,10,10,7,12
6,Свердловская область,Алапаевская городская,1076,736,700,0,432,31,237,31,432,8,455,0,0,6,66,46,328,1,6,0,2
7,Свердловская область,Алапаевская городская,1077,1408,1400,0,891,53,456,53,891,8,936,0,0,4,132,64,704,14,7,7,4
8,Свердловская область,Алапаевская городская,1078,1584,1600,0,978,46,576,46,978,12,1012,0,0,4,109,65,798,15,13,4,4
9,Свердловская область,Алапаевская городская,1079,1445,1400,0,898,72,430,72,898,12,958,0,0,10,142,60,726,4,10,6,0
10,Свердловская область,Алапаевская городская,1080,1614,1600,0,954,40,606,40,954,16,978,0,0,8,130,81,735,13,9,1,1
11,Свердловская область,Алапаевская городская,1081,1527,1500,0,972,34,494,34,972,15,991,0,0,10,124,69,745,18,8,8,9
12,Свердловская область,Алапаевская городская,1082,2100,2100,0,978,61,1061,61,975,14,1022,0,0,7,152,97,741,10,9,4,2
13,Свердловская область,Алапаевская городская,1083,804,800,0,372,31,397,31,372,7,396,0,0,0,47,46,289,4,4,3,3
14,Свердловская область,Алапаевская городская,1084,1182,1100,0,687,37,376,37,687,3,721,0,0,3,87,61,557,5,3,0,5
15,Свердловская область,Алапаевская городская,1085,1304,1300,0,672,32,596,32,672,13,691,0,0,5,107,59,496,11,7,3,3
16,Свердловская область,Алапаевская городская,1086,1396,1400,0,829,54,517,54,829,10,873,0,0,4,114,69,673,3,4,1,5
