,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Кабардино-Балкарская Республика,Баксанская,1,1396,1411,0,1281,10,120,10,1280,2,1288,0,0,4,42,5,1214,5,4,9,5
1,Кабардино-Балкарская Республика,Баксанская,2,2802,2832,0,2621,6,205,6,2618,4,2620,0,0,2,99,16,2488,4,4,3,4
2,Кабардино-Балкарская Республика,Баксанская,3,1397,1424,0,1293,10,121,10,1292,2,1300,0,0,3,44,14,1227,3,3,3,3
3,Кабардино-Балкарская Республика,Баксанская,4,1322,1343,0,1221,4,118,4,1219,3,1220,0,0,2,48,15,1139,4,5,4,3
4,Кабардино-Балкарская Республика,Баксанская,5,1281,1303,0,1183,14,106,14,1181,2,1193,0,0,3,39,9,1130,3,2,3,4
5,Кабардино-Балкарская Республика,Баксанская,6,1244,1267,0,1131,5,131,5,1130,2,1133,0,0,4,45,15,1057,2,3,4,3
6,Кабардино-Балкарская Республика,Баксанская,7,1267,1283,0,1169,11,103,11,1167,3,1175,0,0,6,35,5,1107,3,7,8,4
7,Кабардино-Балкарская Республика,Баксанская,8,1292,1307,0,1203,13,91,13,1201,2,1212,0,0,3,48,15,1131,2,4,5,4
8,Кабардино-Балкарская Республика,Баксанская,9,1531,1549,0,1393,10,146,10,1391,2,1399,0,0,5,54,12,1315,3,3,4,3
9,Кабардино-Балкарская Республика,Баксанская,10,1711,1731,0,1584,10,137,10,1582,2,1590,0,0,5,57,7,1504,4,5,6,2
10,Кабардино-Балкарская Республика,Баксанская,11,1656,1677,0,1521,9,147,9,1519,3,1525,0,0,2,57,15,1437,5,3,3,3
11,Кабардино-Балкарская Республика,Баксанская,12,1763,1783,0,1637,7,139,7,1636,2,1641,0,0,2,51,21,1555,2,3,2,5
12,Кабардино-Балкарская Республика,Баксанская,13,2051,2070,0,1918,8,144,8,1916,4,1920,0,0,4,71,18,1811,3,5,6,2
13,Кабардино-Балкарская Республика,Баксанская,14,1959,1982,0,1823,7,152,7,1821,3,1825,0,0,4,68,17,1722,2,4,5,3
14,Кабардино-Балкарская Республика,Баксанская,15,1295,1306,0,1178,5,123,5,1176,1,1180,0,0,2,42,17,1108,3,2,4,2
15,Кабардино-Балкарская Республика,Баксанская,16,1196,1220,0,1137,5,78,5,1135,1,1139,0,0,3,42,18,1065,2,2,4,3
16,Кабардино-Балкарская Республика,Баксанская,17,992,1002,0,901,8,93,8,899,2,905,0,0,2,32,9,849,3,3,5,2
17,Кабардино-Балкарская Республика,Баксанская,18,988,1005,0,899,9,97,9,898,2,905,0,0,2,32,16,845,2,2,4,2
18,Кабардино-Балкарская Республика,Баксанская,19,1707,1725,0,1591,5,129,5,1588,3,1590,0,0,4,58,19,1494,3,2,7,3
19,Кабардино-Балкарская Республика,Баксанская,20,799,893,0,725,9,159,9,724,1,732,0,0,4,27,5,683,4,3,2,4
20,Кабардино-Балкарская Республика,Баксанская,21,937,1033,0,849,6,178,6,849,1,854,0,0,3,29,5,803,4,3,4,3
21,Кабардино-Балкарская Республика,Баксанская,22,1227,1238,0,1121,8,109,8,1119,2,1125,0,0,3,39,7,1064,3,2,3,4
22,Кабардино-Балкарская Республика,Баксанская,23,2012,2040,0,1873,11,156,11,1872,3,1880,0,0,2,69,18,1776,3,3,5,4
23,Кабардино-Балкарская Республика,Баксанская,24,2021,2050,0,1879,10,161,10,1878,4,1884,0,0,3,72,21,1775,3,3,4,3
24,Кабардино-Балкарская Республика,Баксанская,25,1136,1152,0,1045,3,104,3,1043,2,1044,0,0,3,27,9,990,2,3,6,4
25,Кабардино-Балкарская Республика,Баксанская,26,2901,2964,0,2704,12,248,12,2702,4,2710,0,0,4,89,39,2570,2,2,4,0
26,Кабардино-Балкарская Республика,Баксанская городская,27,2183,2169,0,1986,3,180,3,1986,2,1987,0,0,4,71,22,1872,3,4,8,3
27,Кабардино-Балкарская Республика,Баксанская городская,28,2144,2189,0,2007,4,178,4,2007,3,2008,0,0,2,78,17,1894,2,3,8,4
28,Кабардино-Балкарская Республика,Баксанская городская,29,2476,2519,0,2107,3,409,3,2107,3,2107,0,0,2,88,14,1986,1,3,9,4
29,Кабардино-Балкарская Республика,Баксанская городская,30,2449,2457,0,2216,5,236,5,2216,2,2219,0,0,5,109,16,2071,3,3,6,6
30,Кабардино-Балкарская Республика,Баксанская городская,31,1316,1329,0,1184,2,143,2,1184,1,1185,0,0,3,43,13,1113,2,3,6,2
31,Кабардино-Балкарская Республика,Баксанская городская,32,1835,1823,0,1704,3,116,3,1704,1,1706,0,0,4,41,14,1616,17,3,7,4
32,Кабардино-Балкарская Республика,Баксанская городская,33,1451,1471,0,1338,4,129,4,1338,1,1341,0,0,3,77,11,1235,2,2,8,3
33,Кабардино-Балкарская Республика,Баксанская городская,34,1475,1485,0,1341,2,142,2,1341,1,1342,0,0,3,64,7,1254,2,3,6,3
34,Кабардино-Балкарская Республика,Баксанская городская,35,2445,2405,0,2225,4,176,4,2225,2,2227,0,0,3,95,21,2088,3,3,10,4
35,Кабардино-Балкарская Республика,Баксанская городская,36,2414,2433,0,2172,3,258,3,2172,2,2173,0,0,3,77,18,2059,3,3,4,6
36,Кабардино-Балкарская Республика,Баксанская городская,37,1636,1648,0,1567,3,78,3,1567,1,1569,0,0,4,71,13,1467,2,3,6,3
37,Кабардино-Балкарская Республика,Баксанская городская,38,1766,1778,0,1607,2,169,2,1607,2,1607,0,0,4,68,15,1506,2,5,3,4
38,Кабардино-Балкарская Республика,Баксанская городская,39,1105,1102,0,1041,2,59,2,1041,1,1042,0,0,4,44,10,970,2,4,6,2
39,Кабардино-Балкарская Республика,Баксанская городская,40,1391,1392,0,1250,2,140,2,1250,1,1251,0,0,3,49,8,1178,3,3,4,3
40,Кабардино-Балкарская Республика,Баксанская городская,41,1113,1109,0,1057,1,51,1,1057,1,1057,0,0,5,57,9,973,2,3,5,3
41,Кабардино-Балкарская Республика,Баксанская городская,42,1320,1313,0,1214,2,97,2,1214,1,1215,0,0,4,53,11,1133,2,4,5,3
42,Кабардино-Балкарская Республика,Зольская,43,512,613,0,411,61,141,61,410,2,469,0,0,3,16,3,438,2,3,2,2
43,Кабардино-Балкарская Республика,Зольская,44,1449,1465,0,1213,132,120,132,1210,2,1340,0,0,4,53,15,1256,4,3,2,3
44,Кабардино-Балкарская Республика,Зольская,45,1005,1020,0,827,98,95,98,826,2,922,0,0,3,37,9,861,3,3,4,2
