,Название региона,название ТИК,номер УИК,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Курганская область,Альменевская,174,1373,1400,0,822,101,477,101,822,8,915,0,0,11,159,53,662,8,14,4,4
1,Курганская область,Альменевская,175,1208,1200,0,678,77,445,77,678,11,744,0,0,6,151,53,505,6,12,5,6
2,Курганская область,Альменевская,176,762,800,0,394,64,342,64,394,3,455,0,0,2,91,46,306,3,1,4,2
3,Курганская область,Альменевская,177,210,210,0,144,6,60,6,144,2,148,0,0,1,11,4,130,0,2,0,0
4,Курганская область,Альменевская,178,175,200,0,112,11,77,11,112,2,121,0,0,0,30,4,86,0,1,0,0
5,Курганская область,Альменевская,179,82,90,0,60,0,30,0,60,0,60,0,0,0,13,1,43,1,1,0,1
6,Курганская область,Альменевская,180,95,95,0,64,9,22,9,64,1,72,0,0,2,10,3,47,2,8,0,0
7,Курганская область,Альменевская,181,181,190,0,115,9,66,9,115,2,122,0,0,0,21,4,95,0,2,0,0
8,Курганская область,Альменевская,182,90,90,0,63,5,22,5,63,0,68,0,0,0,7,5,55,0,0,0,1
9,Курганская область,Альменевская,184,475,500,0,308,25,167,25,308,6,327,0,0,2,31,17,268,2,4,0,3
10,Курганская область,Альменевская,185,319,320,0,194,23,103,23,194,0,217,0,0,3,29,12,167,1,4,1,0
11,Курганская область,Альменевская,186,207,200,0,134,16,50,16,134,0,150,0,0,1,14,5,125,1,1,1,2
12,Курганская область,Альменевская,187,183,180,0,109,22,49,22,109,0,131,0,0,0,20,14,92,1,4,0,0
13,Курганская область,Альменевская,188,203,220,0,136,18,66,18,136,0,154,0,0,1,11,12,128,0,2,0,0
14,Курганская область,Альменевская,189,85,85,0,50,3,32,3,50,0,53,0,0,0,4,1,47,1,0,0,0
15,Курганская область,Альменевская,190,107,110,0,74,9,27,9,74,2,81,0,0,0,9,11,59,0,1,1,0
16,Курганская область,Альменевская,191,493,550,0,336,38,176,38,336,3,371,0,0,2,56,19,288,1,4,0,1
17,Курганская область,Альменевская,192,112,120,0,84,3,33,3,84,0,87,0,0,0,14,1,72,0,0,0,0
18,Курганская область,Альменевская,194,89,100,0,66,5,29,5,66,0,71,0,0,0,13,6,49,2,1,0,0
19,Курганская область,Альменевская,195,210,220,0,106,29,85,29,106,0,135,0,0,0,8,21,103,0,3,0,0
20,Курганская область,Альменевская,196,603,600,0,310,62,228,62,310,3,369,0,0,4,82,31,245,1,4,0,2
21,Курганская область,Альменевская,197,125,120,0,67,0,53,0,67,1,66,0,0,0,10,4,52,0,0,0,0
22,Курганская область,Альменевская,198,134,150,0,88,6,56,6,88,1,93,0,0,0,8,6,75,2,1,1,0
23,Курганская область,Альменевская,199,245,250,0,142,10,98,10,142,0,152,0,0,0,23,5,114,3,4,2,1
24,Курганская область,Альменевская,200,337,340,0,189,47,104,47,189,1,235,0,0,0,55,17,158,2,0,1,2
25,Курганская область,Альменевская,201,69,70,0,39,4,27,4,39,1,42,0,0,0,8,0,34,0,0,0,0
26,Курганская область,Альменевская,202,89,90,0,59,10,21,10,59,0,69,0,0,2,8,9,49,0,1,0,0
27,Курганская область,Альменевская,203,219,230,0,127,29,74,29,127,3,153,0,0,0,27,11,111,1,3,0,0
28,Курганская область,Альменевская,204,159,170,0,94,19,57,19,94,0,113,0,0,0,17,3,88,4,1,0,0
29,Курганская область,Белозерская,206,208,200,0,122,17,61,17,122,2,137,0,0,2,8,8,115,2,1,1,0
30,Курганская область,Белозерская,207,77,80,0,47,9,24,9,47,2,54,0,0,0,9,5,39,0,1,0,0
31,Курганская область,Белозерская,208,1104,1000,0,652,33,315,33,652,3,682,0,0,4,124,56,488,3,3,2,2
32,Курганская область,Белозерская,209,1014,1000,0,530,69,401,69,530,2,597,0,0,2,78,61,445,5,0,4,2
33,Курганская область,Белозерская,210,1111,1000,0,625,33,342,33,625,12,646,0,0,2,85,67,484,4,0,3,1
34,Курганская область,Белозерская,212,658,650,0,396,37,217,37,396,4,429,0,0,1,58,44,307,8,3,5,3
35,Курганская область,Белозерская,213,320,300,0,154,41,105,41,154,3,192,0,0,0,10,10,168,2,1,0,1
36,Курганская область,Белозерская,214,626,600,0,295,90,215,90,295,2,383,0,0,2,53,42,278,4,3,1,0
37,Курганская область,Белозерская,215,320,300,0,167,27,106,27,167,0,194,0,0,0,11,12,169,1,0,0,1
38,Курганская область,Белозерская,217,527,550,0,272,96,182,96,272,9,359,0,0,2,52,21,277,3,3,0,1
39,Курганская область,Белозерская,218,190,200,0,84,25,91,25,84,0,109,0,0,0,7,10,89,0,0,0,3
40,Курганская область,Белозерская,219,250,250,0,123,69,58,69,123,1,191,0,0,0,15,17,158,0,0,1,0
41,Курганская область,Белозерская,221,172,180,0,111,23,46,23,111,0,134,0,0,3,15,13,102,1,0,0,0
42,Курганская область,Белозерская,222,263,250,0,131,45,74,45,131,1,175,0,0,0,6,14,152,2,0,0,1
43,Курганская область,Белозерская,223,106,90,0,64,19,7,19,64,0,83,0,0,0,8,5,70,0,0,0,0
44,Курганская область,Белозерская,224,274,280,0,153,38,89,38,153,0,191,0,0,2,25,15,142,4,1,2,0
45,Курганская область,Белозерская,226,202,200,0,85,59,56,59,85,0,144,0,0,1,7,20,116,0,0,0,0
46,Курганская область,Белозерская,227,469,450,0,253,68,129,68,253,6,315,0,0,0,33,27,253,0,2,0,0
47,Курганская область,Белозерская,230,235,250,0,140,42,68,42,140,1,181,0,0,1,27,17,134,1,1,0,0
48,Курганская область,Белозерская,232,243,250,0,122,54,74,54,122,1,175,0,0,2,40,15,113,0,5,0,0
49,Курганская область,Белозерская,234,494,500,0,253,85,162,85,253,6,332,0,0,3,34,34,257,0,1,2,1
50,Курганская область,Белозерская,236,165,170,0,62,39,69,39,62,2,99,0,0,0,9,9,78,2,0,0,1
51,Курганская область,Белозерская,238,559,570,0,279,66,225,66,279,0,345,0,0,0,63,51,228,0,1,0,2
52,Курганская область,Белозерская,239,184,180,0,113,21,46,21,113,1,133,0,0,0,22,12,97,0,2,0,0
53,Курганская область,Белозерская,241,264,250,0,147,23,80,23,147,1,169,0,0,1,9,17,141,0,0,0,1
54,Курганская область,Белозерская,242,127,130,0,80,18,32,18,80,2,96,0,0,0,3,12,80,0,1,0,0
55,Курганская область,Белозерская,243,117,100,0,74,16,10,16,74,0,90,0,0,0,16,6,68,0,0,0,0
56,Курганская область,Белозерская,244,375,350,0,230,37,83,37,230,4,263,0,0,4,22,24,206,1,4,2,0
57,Курганская область,Белозерская,245,426,400,0,234,74,92,74,234,0,308,0,0,1,36,35,230,4,2,0,0
58,Курганская область,Белозерская,247,139,150,0,95,13,42,13,95,0,108,0,0,0,12,13,81,0,0,1,1
59,Курганская область,Белозерская,249,634,650,0,341,48,261,48,341,3,386,0,0,0,67,33,283,3,0,0,0
60,Курганская область,Белозерская,250,190,190,0,68,25,97,25,68,0,93,0,0,1,4,11,77,0,0,0,0
61,Курганская область,Белозерская,251,293,280,0,178,28,74,28,178,1,205,0,0,1,10,25,166,0,3,0,0
62,Курганская область,Белозерская,252,317,300,0,185,34,81,33,185,4,214,0,0,2,11,20,178,2,1,0,0
63,Курганская область,Белозерская,254,322,300,0,190,29,81,29,190,6,213,0,0,4,33,25,149,0,1,0,1
64,Курганская область,Белозерская,255,413,400,0,260,39,101,39,260,2,297,0,0,1,54,27,210,1,1,1,2
65,Курганская область,Варгашинская,256,638,650,0,427,40,183,40,427,3,464,0,0,3,73,49,326,4,5,2,2
66,Курганская область,Варгашинская,257,998,1000,0,672,28,300,28,672,9,691,0,0,3,106,68,492,7,7,5,3
67,Курганская область,Варгашинская,258,741,700,0,426,26,248,26,426,2,450,0,0,0,93,34,316,2,2,2,1
68,Курганская область,Варгашинская,259,649,650,0,397,30,223,30,397,2,425,0,0,1,59,38,315,8,2,0,2
69,Курганская область,Варгашинская,260,1001,1000,0,556,40,404,40,556,4,592,0,0,8,99,59,416,1,2,3,4
70,Курганская область,Варгашинская,261,542,500,0,302,27,171,27,302,4,325,0,0,2,43,55,223,1,0,0,1
71,Курганская область,Варгашинская,262,1158,1100,0,685,55,360,55,685,9,731,0,0,4,131,90,491,6,4,0,5
72,Курганская область,Варгашинская,263,464,450,0,284,10,156,10,284,4,290,0,0,1,59,31,189,4,3,1,2
73,Курганская область,Варгашинская,264,1179,1110,0,705,47,358,47,705,4,748,0,0,1,118,85,532,3,6,2,1
74,Курганская область,Варгашинская,265,238,230,0,106,63,61,63,106,1,168,0,0,1,18,36,112,1,0,0,0
75,Курганская область,Варгашинская,266,394,400,0,234,51,115,51,234,3,282,0,0,2,26,56,191,4,1,1,1
76,Курганская область,Варгашинская,267,397,400,0,259,45,96,45,259,8,296,0,0,4,29,36,222,0,2,0,3
77,Курганская область,Варгашинская,268,233,240,0,122,50,68,50,122,0,172,0,0,0,26,22,123,1,0,0,0
78,Курганская область,Варгашинская,269,416,400,0,223,52,125,52,223,1,274,0,0,0,43,35,192,0,1,3,0
79,Курганская область,Варгашинская,270,338,350,0,232,31,87,31,232,3,260,0,0,0,39,26,194,0,0,1,0
80,Курганская область,Варгашинская,271,256,270,0,133,30,107,30,133,1,162,0,0,3,2,42,110,3,2,0,0
81,Курганская область,Варгашинская,272,431,450,0,248,66,136,66,248,13,301,0,0,2,47,35,214,1,1,0,1
82,Курганская область,Варгашинская,273,240,240,0,139,26,75,26,139,0,165,0,0,1,7,16,137,1,1,2,0
83,Курганская область,Варгашинская,274,407,400,0,238,12,150,12,238,4,246,0,0,1,48,34,158,1,4,0,0
84,Курганская область,Варгашинская,275,639,650,0,382,46,222,46,382,3,425,0,0,3,50,52,315,2,2,1,0
85,Курганская область,Варгашинская,276,90,80,0,60,8,12,8,60,1,67,0,0,0,11,8,45,1,2,0,0
86,Курганская область,Варгашинская,277,299,320,0,198,51,71,51,198,2,247,0,0,1,23,26,196,0,0,1,0
87,Курганская область,Варгашинская,278,635,650,0,379,99,172,99,379,7,471,0,0,1,38,62,363,6,1,0,0
88,Курганская область,Варгашинская,279,379,400,0,218,63,119,63,218,3,278,0,0,2,32,23,219,0,1,1,0
89,Курганская область,Варгашинская,280,322,340,0,194,27,119,27,194,1,220,0,0,1,19,26,169,1,1,1,2
90,Курганская область,Варгашинская,281,308,340,0,207,41,92,41,207,4,244,0,0,4,15,50,166,1,6,1,1
91,Курганская область,Варгашинская,282,264,250,0,164,12,74,12,164,2,174,0,0,1,32,10,124,3,3,1,0
92,Курганская область,Варгашинская,283,233,240,0,153,24,63,24,153,0,177,0,0,0,15,11,151,0,0,0,0
93,Курганская область,Варгашинская,284,323,300,0,195,80,25,80,195,0,275,0,0,2,44,24,198,1,2,2,2
94,Курганская область,Варгашинская,285,210,220,0,142,42,36,42,142,0,184,0,0,1,30,33,120,0,0,0,0
95,Курганская область,Варгашинская,286,401,400,0,230,55,115,55,230,0,285,0,0,0,30,31,217,5,2,0,0
96,Курганская область,Варгашинская,287,164,150,0,109,24,17,24,109,0,133,0,0,0,9,19,105,0,0,0,0
97,Курганская область,Далматовская,292,1571,1600,0,811,37,752,37,811,14,834,0,0,6,136,62,616,4,5,3,2
98,Курганская область,Далматовская,293,1391,1400,0,825,56,519,56,825,9,872,0,0,3,145,44,651,9,5,9,6
99,Курганская область,Далматовская,295,1482,1400,0,914,57,429,57,914,17,954,0,0,11,136,58,729,7,4,2,7
100,Курганская область,Далматовская,296,1482,1500,0,921,49,530,49,921,10,960,0,0,5,185,50,698,7,8,3,4
101,Курганская область,Далматовская,297,1527,1500,0,937,31,532,31,937,5,963,0,0,10,160,68,703,7,3,10,2
102,Курганская область,Далматовская,298,1805,1900,0,991,53,856,53,991,12,1032,0,0,8,144,89,760,15,8,5,3
103,Курганская область,Далматовская,300,543,550,0,315,228,7,228,315,15,528,0,0,3,36,49,420,12,0,4,4
104,Курганская область,Далматовская,304,112,120,0,105,0,15,0,105,0,105,0,0,0,16,8,79,1,1,0,0
105,Курганская область,Далматовская,305,1125,1100,0,554,72,474,72,554,12,614,0,0,3,112,66,415,6,5,2,5
106,Курганская область,Далматовская,306,126,160,0,70,15,75,15,70,2,83,0,0,0,6,8,67,1,0,0,1
107,Курганская область,Далматовская,307,98,110,0,69,21,20,21,69,0,90,0,0,1,27,5,56,1,0,0,0
108,Курганская область,Далматовская,308,116,130,0,97,6,27,6,97,0,103,0,0,1,3,9,88,1,0,1,0
109,Курганская область,Далматовская,309,151,170,0,103,12,55,12,103,1,114,0,0,1,6,10,94,1,1,0,1
110,Курганская область,Далматовская,310,85,100,0,68,8,24,8,68,1,75,0,0,1,4,8,62,0,0,0,0
111,Курганская область,Далматовская,311,656,680,0,382,82,216,82,382,2,462,0,0,4,56,28,368,3,0,1,2
112,Курганская область,Далматовская,313,249,260,0,174,18,68,18,174,6,186,0,0,1,29,6,145,0,2,3,0
113,Курганская область,Далматовская,314,236,250,0,143,37,70,37,143,2,178,0,0,1,24,14,135,3,1,0,0
114,Курганская область,Далматовская,315,410,400,0,222,35,143,35,222,3,254,0,0,3,26,22,202,0,1,0,0
115,Курганская область,Далматовская,317,111,110,0,68,12,30,12,68,0,80,0,0,1,4,4,68,2,1,0,0
116,Курганская область,Далматовская,318,327,350,0,181,30,139,30,181,0,211,0,0,0,17,21,170,0,3,0,0
117,Курганская область,Далматовская,320,177,200,0,113,5,82,5,113,0,118,0,0,1,6,6,102,1,1,0,1
118,Курганская область,Далматовская,321,417,450,0,258,35,157,35,258,3,290,0,0,4,32,27,212,8,2,1,4
119,Курганская область,Далматовская,322,147,160,0,98,18,44,18,98,1,115,0,0,0,9,9,93,0,3,1,0
120,Курганская область,Далматовская,323,343,360,0,227,19,114,19,227,3,243,0,0,1,32,27,177,6,0,0,0
121,Курганская область,Далматовская,324,548,570,0,299,49,222,49,299,1,347,0,0,2,56,28,253,1,4,1,2
122,Курганская область,Далматовская,325,380,400,0,219,24,157,24,219,0,243,0,0,1,25,24,185,5,2,0,1
123,Курганская область,Далматовская,326,662,650,0,416,42,192,42,416,12,446,0,0,0,47,46,347,4,0,1,1
124,Курганская область,Далматовская,327,165,170,0,104,18,48,18,104,5,117,0,0,0,31,10,75,0,0,0,1
125,Курганская область,Далматовская,328,359,380,0,251,21,108,21,251,5,267,0,0,1,24,28,211,1,0,2,0
126,Курганская область,Далматовская,329,226,240,0,98,38,104,38,98,1,135,0,0,0,16,26,91,0,2,0,0
127,Курганская область,Далматовская,330,315,320,0,215,27,78,27,215,1,241,0,0,2,32,14,186,2,4,1,0
128,Курганская область,Далматовская,332,139,150,0,106,8,36,8,106,3,111,0,0,3,8,4,95,0,0,0,1
129,Курганская область,Далматовская,333,1586,1600,0,942,58,600,58,942,20,980,0,0,3,228,69,653,13,5,5,4
130,Курганская область,Далматовская,334,668,700,0,399,36,265,36,399,4,431,0,0,3,68,39,312,3,4,2,0
131,Курганская область,Далматовская,335,234,260,0,156,15,89,15,156,0,171,0,0,3,15,14,137,2,0,0,0
132,Курганская область,Далматовская,336,196,210,0,143,22,45,22,143,1,164,0,0,0,30,14,116,2,1,0,1
133,Курганская область,Далматовская,337,502,530,0,283,85,162,85,283,3,365,0,0,5,77,19,256,5,1,1,1
134,Курганская область,Далматовская,338,1196,1100,0,730,56,314,56,730,7,779,0,0,7,134,83,540,5,6,2,2
135,Курганская область,Далматовская,339,327,340,0,205,15,120,15,205,3,217,0,0,0,12,15,186,2,0,1,1
136,Курганская область,Далматовская,340,752,740,0,586,21,133,21,586,5,602,0,0,2,65,58,463,5,4,1,4
